Channel,AuthorID,Author,Date,Content,Attachments,Reactions,sentiment
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],843831770062913568,white_rider_,2023-03-16 18:58:00,nice,,,0.4215
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],881305463831007272,nickscavuzzo33,2023-03-17 23:33:00,@OceanGPT who invented ocean?,,,0.0
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],1085498184085807184,OceanGPT#0740,2023-03-17 23:33:00,"Hello! The Ocean Protocol was created by a team of developers and researchers at BigchainDB, a blockchain-based database company. The protocol was later spun off into its own entity, the Ocean Protocol Foundation.",,,0.3164
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],881305463831007272,nickscavuzzo33,2023-03-17 23:33:00,@OceanGPT who created bitcoin?,,,0.25
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],1085498184085807184,OceanGPT#0740,2023-03-17 23:33:00,Hello! Bitcoin was created by an unknown person or group of people using the pseudonym Satoshi Nakamoto in 2008.,,,0.3164
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],881305463831007272,nickscavuzzo33,2023-03-17 23:34:00,@OceanDiffusion ocean protocol themed submarine travelling through a majestic sea floor,,,0.0
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],1085525965859471411,OceanDiffusion#4502,2023-03-17 23:34:00,Here's your image of **ocean protocol themed submarine travelling through a majestic sea floor**!,https://cdn.discordapp.com/attachments/1082698926865522808/1086311758123249684/ocean-protocol-themed-submarine-travelling-through-a-majestic-sea-floor.png?ex=65e1f5a9&is=65cf80a9&hm=775f4f728dd11fd9e7b938fe84c50300f21458c2604681ae8822f39f702d6815&,,0.0
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],881305463831007272,nickscavuzzo33,2023-03-17 23:35:00,tag the @ gpt @Enzo Vezzaro,,,0.0
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],350543030069100545,enzo_vezzaro,2023-03-17 23:35:00,@OceanGPT list all the ocean's event in 2022?,,,0.0
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],1085498184085807184,OceanGPT#0740,2023-03-17 23:35:00,"I'm sorry, but I cannot list all of the events for Ocean Protocol in 2022 as they have not been announced yet. However, you can stay updated on upcoming events by checking the official Ocean Protocol website or following their social media accounts.",,,-0.0387
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],881305463831007272,nickscavuzzo33,2023-03-17 23:35:00,"@OceanDiffusion garden of eden, but Ocean Protocol themed",,,0.0
Ocean Protocol - GET STARTED - 🧐︱ask-the-ai [1082698926865522808],1085525965859471411,OceanDiffusion#4502,2023-03-17 23:35:00,"Here's your image of **garden of eden, but Ocean Protocol themed**!",https://cdn.discordapp.com/attachments/1082698926865522808/1086311919423602720/garden-of-eden-but-Ocean-Protocol-themed.png?ex=65e1f5d0&is=65cf80d0&hm=86b9edaaaee7dc99d8b763be14b1456aab043201e52322b89957ba2a39708d79&,,0.0
